Sexo,Edad,Provincia,Cantón,Distrito,Nivel Educativo,Tiene Trabajo ,Ocupacion,Modalidad,Estado Civil,Jefe de Familia,Edad del jefe de familia,Sexo del jefe de familia,Nivel educativo del jefe de familia,Ocupación del jefe del hogar,Hace las compras,Toma decisiones administrativas,Material de pisos,Tienen empleada domestica,Dormitorios,Baños,Automóviles,Aspiradora,Lavadora,Secadora,Calentador,Home Theater,Videojuegos,Computadora,Internet,Es padre o encargado,Orientación sexual,Compra por internet 3 meses,Compra por internet 30 días,Ultima vez Internet,Servicio de streaming,Televisión ONLINE
Mujer,35,San José,San José,San Sebastián,Secundaria Incompleta,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,Si,35,Mujer,Secundaria Incompleta,Desocupados,Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,Si,No,No,No,No,Si,Si,Si,Prefiero no decirlo,No,No,Más 3 meses,No,No
Hombre,46,Alajuela,Alajuela,San Rafael,Universitaria Completa,Si,Ocupado,Teletrabajo,Casado (a)'/' Unión Libre,Si,46,Hombre,Universitaria Completa,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,No,Dos,Dos,Uno,Si,Si,No,Si,No,Si,Si,Si,Si,Heterosexual,No,No,Ayer,Si,Si
Mujer,22,Alajuela,Alajuela,San Isidro,Universitaria Incompleta,No,Estudiante,No aplica,Soltero (a),No,50,Mujer,Universitaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Uno,Si,Si,No,No,No,Si,Si,Si,No,Homosexual,Si,Si,Ayer,Si,Si
Mujer,56,Alajuela,Grecia,Grecia,Primaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,56,Mujer,Primaria Completa,Personal de apoyo administrativo,Si,Si,Madera,No,Cuatro,Dos,Ninguno,No,Si,Si,No,No,Si,Si,Si,Si,Heterosexual,No,No,Ayer,Si,Si
Mujer,60,San José,San José,Pavas,Universitaria Completa,No,Jubilado '/' pensionado,No aplica,Casado (a)'/' Unión Libre,Si,60,Mujer,Universitaria Completa,Pensionados,Si,Si,Cerámica '/' Porcelanato,Si,Cinco,Cuatro,Dos,Si,Si,Si,Si,Si,Si,Si,Si,Si,Heterosexual,No,No,Ayer,Si,Si
Mujer,23,San José,Desamparados,Desamparados,Secundaria Incompleta,No,Estudiante,No aplica,Soltero (a),Si,23,Mujer,Secundaria Incompleta,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cerámica '/' Porcelanato,No,Cuatro,Dos,Ninguno,No,No,No,No,No,No,No,Si,Si,Heterosexual,No,No,Ayer,No,Si
Mujer,50,San José,Curridabat,Sánchez,Secundaria Completa,No,Desocupado,No aplica,Separado(a) '/' Divorciado (a),No,36,Hombre,Secundaria Completa,Ocupaciones elementales (No calificados),Si,Si,Cerámica '/' Porcelanato,No,Tres,Tres,Uno,No,Si,Si,Si,No,No,Si,Si,Si,Heterosexual,Si,Si,Ayer,No,No
Mujer,53,San José,San José,Pavas,Secundaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,53,Mujer,Secundaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Cuatro,Uno,Uno,No,Si,No,No,Si,Si,Si,Si,Si,Heterosexual,No,No,Ayer,No,Si
Mujer,57,San José,Tibás,San Juan,Secundaria Completa,Si,Ocupado,Presencial,Viudo (a),Si,57,Mujer,Secundaria Completa,Pensionados,Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Ninguno,Si,Si,No,No,No,No,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,17,Alajuela,San Carlos,Pital,Secundaria Completa,No,Desocupado,No aplica,Soltero (a),No,35,Mujer,Universitaria Incompleta,Pensionados,No,Si,Madera,No,Dos,Uno,Ninguno,No,Si,No,Si,No,No,No,No,No,Prefiero no decirlo,No,No,Ayer,Si,Si
Mujer,54,San José,Vásquez de Coronado,San Isidro,Universitaria Completa,Si,Ocupado,Teletrabajo,Casado (a)'/' Unión Libre,No,51,Hombre,Secundaria Completa,Directivos y Gerentes,Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Uno,Si,No,Si,No,Si,Si,Si,Si,No,Heterosexual,No,No,Ayer,Si,No
Mujer,48,San José,San José,Catedral,Universitaria Incompleta,No,Ocupado,No aplica,Soltero (a),No,54,Hombre,Universitaria Completa,Directivos y Gerentes,Si,Si,Cerámica '/' Porcelanato,Si,Tres,Uno,Tres,No,No,No,No,Si,Si,Si,Si,Si,Bisexual,No,No,Ayer,No,Si
Mujer,21,San José,Montes de Oca,Sabanilla,Universitaria Incompleta,Si,Ocupado,Teletrabajo,Soltero (a),Si,21,Mujer,Universitaria Incompleta,Directivos y Gerentes,Si,No,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,No,Si,No,Si,No,Si,Si,Si,No,Heterosexual,No,No,Hace 2 a 7 días,No,No
Mujer,52,Alajuela,San Carlos,Quesada,Universitaria Incompleta,Si,Ocupado,Presencial,Soltero (a),Si,52,Mujer,Universitaria Incompleta,Desocupados,Si,Si,Cerámica '/' Porcelanato,No,Uno,Uno,Ninguno,No,Si,No,No,No,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,No,Si
Mujer,58,San José,Moravia,Trinidad,Universitaria Incompleta,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,Si,58,Mujer,Universitaria Incompleta,"Agricultores y trabajadores calificados agropecuarios, agrícolas, forestales y pesqueros",Si,Si,Cerámica '/' Porcelanato,No,Cuatro,Uno,Uno,Si,Si,No,No,No,Si,Si,Si,Si,Heterosexual,No,No,Ayer,No,Si
Mujer,20,San José,Alajuelita,Concepción,Secundaria Completa,Si,Ocupado,Hibrido,Soltero (a),No,51,Mujer,Secundaria Completa,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios (Prod. Artesanal)",Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Tres,Uno,Ninguno,Si,Si,Si,No,Si,Si,Si,Si,No,Asexual,Si,Si,Ayer,Si,No
Mujer,18,San José,Alajuelita,Concepción,Secundaria Completa,No,Desocupado,No aplica,Soltero (a),No,63,Mujer,Primaria Incompleta,Desocupados,Si,No,Cemento (Pulido o no Pulido),No,Dos,Uno,Ninguno,No,Si,Si,No,No,No,No,Si,No,Heterosexual,No,No,Ayer,Si,No
Mujer,56,San José,Pérez Zeledón,Daniel Flores,Universitaria Incompleta,No,Desocupado,No aplica,Soltero (a),Si,56,Mujer,Universitaria Incompleta,No remunerado,Si,Si,Cemento (Pulido o no Pulido),No,Tres,Dos,Ninguno,No,Si,Si,No,No,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,45,San José,San José,Pavas,Universitaria Incompleta,Si,Ocupado,Teletrabajo,Soltero (a),Si,45,Mujer,Universitaria Incompleta,Pensionados,Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Ninguno,Si,Si,No,No,Si,No,Si,Si,Si,Heterosexual,No,No,Ayer,No,No
Mujer,30,Alajuela,Alajuela,Alajuela,Secundaria Completa,No,Desocupado,No aplica,Casado (a)'/' Unión Libre,Si,30,Mujer,Secundaria Completa,Estudiantes,Si,Si,Tierra,No,Ninguno,Dos,Uno,Si,Si,Si,Si,No,No,Si,Si,No,Bisexual,Si,No,Hace 2 a 7 días,Si,Si
Hombre,18,Alajuela,Alajuela,Alajuela,Secundaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,No,42,Mujer,Secundaria Completa,Pensionados,Si,No,Cerámica '/' Porcelanato,No,Seis,Dos,Ninguno,No,Si,Si,Si,No,Si,Si,Si,No,Heterosexual,Si,Si,Hace 2 a 7 días,Si,Si
Mujer,57,San José,Desamparados,Desamparados,Secundaria Completa,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,No,49,Hombre,Secundaria Completa,No remunerado,Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,Si,Si,No,No,No,No,Si,Si,Heterosexual,Si,Si,Hace 2 a 7 días,No,Si
Mujer,14,Alajuela,San Carlos,Quesada,Primaria Completa,No,Estudiante,No aplica,Soltero (a),No,43,Mujer,Secundaria Completa,Estudiantes,No,No,Cerámica '/' Porcelanato,No,Tres,Ninguno,Ninguno,No,Si,No,No,No,No,No,Si,No,,No,No,Ayer,No,No
Mujer,25,San José,Goicoechea,Ipís,Universitaria Incompleta,No,Estudiante,No aplica,Soltero (a),Si,25,Mujer,Universitaria Incompleta,"Nivel técnico, y profesional de nivel medio",Si,Si,Madera,No,Tres,Dos,Uno,Si,Si,No,Si,No,No,Si,Si,No,Heterosexual,Si,Si,Ayer,No,Si
Mujer,43,Alajuela,Guatuso,Buenavista,Universitaria Completa,No,Ama de casa,No aplica,Separado(a) '/' Divorciado (a),No,43,Hombre,Universitaria Incompleta,No remunerado,Si,Si,Cemento (Pulido o no Pulido),No,Dos,Uno,Ninguno,No,No,No,No,No,No,No,No,Si,Heterosexual,No,No,Ayer,No,Si
Mujer,37,San José,Desamparados,San Rafael Abajo,Secundaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,37,Mujer,Secundaria Completa,"Agricultores y trabajadores calificados agropecuarios, agrícolas, forestales y pesqueros",Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Ninguno,No,Si,No,No,No,No,No,Si,Si,Prefiero no decirlo,No,No,Ayer,Si,Si
Mujer,35,San José,Desamparados,Desamparados,Universitaria Incompleta,Si,Ocupado,Presencial,Soltero (a),Si,35,Mujer,Universitaria Incompleta,Personal de apoyo administrativo,Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Tres,Uno,Uno,No,Si,Si,No,Si,Si,Si,Si,Si,Heterosexual,Si,No,Hace 2 a 7 días,No,Si
Mujer,28,Alajuela,Grecia,Grecia,Universitaria Completa,Si,Ocupado,Hibrido,Soltero (a),Si,28,Mujer,Universitaria Completa,Personal de apoyo administrativo,Si,Si,Cerámica '/' Porcelanato,No,Uno,Uno,Uno,Si,No,No,No,No,Si,Si,Si,No,Heterosexual,No,No,Ayer,Si,No
Mujer,69,San José,Pérez Zeledón,Daniel Flores,Universitaria Completa,No,Jubilado '/' pensionado,No aplica,Casado (a)'/' Unión Libre,Si,69,Mujer,Universitaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cerámica '/' Porcelanato,No,Uno,Uno,Uno,No,No,No,No,No,No,Si,Si,No,Prefiero no decirlo,No,No,Ayer,No,No
Mujer,42,Alajuela,Alajuela,San Antonio,Secundaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,42,Mujer,Secundaria Completa,Pensionados,Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,No,Si,No,No,No,No,Si,Si,No,Heterosexual,No,No,Ayer,No,Si
Mujer,63,San José,Goicoechea,Guadalupe,Universitaria Completa,No,Jubilado '/' pensionado,No aplica,Soltero (a),Si,63,Mujer,Universitaria Completa,Pensionados,Si,Si,Cemento (Pulido o no Pulido),No,Cuatro,Dos,Dos,No,Si,Si,No,No,Si,Si,Si,Si,Heterosexual,No,No,Ayer,No,Si
Mujer,34,San José,Montes de Oca,San Pedro,Universitaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,34,Mujer,Universitaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Dos,Uno,Uno,Si,No,Si,No,No,No,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,32,Heredia,Heredia,Heredia,Universitaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,32,Mujer,Universitaria Completa,Directivos y Gerentes,Si,Si,Cerámica '/' Porcelanato,Si,Cuatro,Dos,Dos,Si,Si,Si,Si,Si,No,Si,Si,No,Heterosexual,Si,Si,Hace 2 a 7 días,Si,Si
Mujer,28,Alajuela,Valverde Vega,San Pedro,Universitaria Incompleta,No,Desocupado,No aplica,Soltero (a),No,54,Hombre,Primaria Completa,"Agricultores y trabajadores calificados agropecuarios, agrícolas, forestales y pesqueros",Si,Si,Cerámica '/' Porcelanato,No,Cuatro,Uno,Ninguno,No,Si,Si,No,No,Si,Si,Si,No,Prefiero no decirlo,Si,No,Ayer,No,Si
Mujer,36,Limón,Matina,Batán,Secundaria Completa,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,No,35,Hombre,Primaria Completa,Ocupaciones elementales (No calificados),Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Uno,No,No,No,No,No,No,No,Si,Si,Heterosexual,No,No,Ayer,No,No
Mujer,36,Alajuela,Los Chiles,Los Chiles,Universitaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,36,Mujer,Universitaria Completa,Ocupaciones elementales (No calificados),Si,Si,Cerámica '/' Porcelanato,Si,Tres,Uno,Dos,Si,Si,No,No,No,No,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,18,Guanacaste,Hojancha,Hojancha,Secundaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,18,Mujer,Secundaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cerámica '/' Porcelanato,Si,Dos,Dos,Dos,Si,Si,Si,Si,Si,Si,Si,Si,Si,Bisexual,Si,Si,Ayer,No,Si
Mujer,31,San José,Curridabat,Curridabat,Universitaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,31,Mujer,Universitaria Completa,Directivos y Gerentes,Si,Si,Cerámica '/' Porcelanato,Si,Cuatro,Tres,Dos,Si,Si,Si,Si,No,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,No,No
Mujer,67,San José,Goicoechea,Mata de Plátano,Posgrado,Si,Ocupado,Hibrido,Separado(a) '/' Divorciado (a),Si,67,Mujer,Posgrado,"Nivel profesional, científico e intelectual",Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,Si,Tres,Tres,Dos,Si,Si,Si,Si,Si,Si,Si,Si,Si,Heterosexual,No,No,Ayer,No,Si
Mujer,38,Guanacaste,Santa Cruz,Santa Cruz,Posgrado,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,No,41,Hombre,Posgrado,Directivos y Gerentes,Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Tres,No,Si,Si,No,Si,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,18,San José,Mora,Guayabo,Secundaria Completa,No,Estudiante,No aplica,Soltero (a),Si,18,Mujer,Secundaria Completa,Estudiantes,Si,Si,Cemento (Pulido o no Pulido),No,Tres,Dos,Ninguno,No,Si,Si,Si,No,No,No,No,Si,Heterosexual,No,No,Ayer,Si,No
Hombre,28,Alajuela,Alajuela,Alajuela,Universitaria Completa,Si,Ocupado,Presencial,Separado(a) '/' Divorciado (a),Si,28,Hombre,Universitaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cerámica '/' Porcelanato,No,Cuatro,Dos,Uno,No,Si,Si,No,No,Si,Si,Si,No,Heterosexual,No,No,Ayer,No,Si
Hombre,32,Cartago,La Unión,Río Azul,Secundaria Completa,No,Rentista,No aplica,Soltero (a),Si,32,Hombre,Secundaria Completa,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios (Prod. Artesanal)",Si,Si,Cemento (Pulido o no Pulido),No,Tres,Uno,Ninguno,No,No,No,No,No,No,No,Si,Si,Heterosexual,No,No,Ayer,No,No
Mujer,33,Puntarenas,Puntarenas,Barranca,Secundaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,33,Mujer,Secundaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Ninguno,Si,Si,Si,No,No,No,Si,Si,Si,Heterosexual,No,No,Ayer,Si,Si
Mujer,28,San José,San José,Pavas,Universitaria Completa,Si,Ocupado,Hibrido,Soltero (a),Si,28,Mujer,Universitaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Tres,No,Si,Si,No,No,Si,Si,Si,Si,Heterosexual,No,No,Ayer,Si,Si
Mujer,33,Puntarenas,Puntarenas,Barranca,Universitaria Incompleta,Si,Ocupado,Presencial,Soltero (a),Si,33,Mujer,Universitaria Incompleta,Ocupaciones elementales (No calificados),Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Ninguno,No,Si,Si,Si,Si,No,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,41,San José,Aserrí,Tarbaca,Universitaria Completa,Si,Ocupado,Hibrido,Soltero (a),Si,41,Mujer,Universitaria Completa,Personal de apoyo administrativo,Si,Si,Cerámica '/' Porcelanato,No,Cuatro,Dos,Dos,Si,No,No,Si,No,Si,Si,Si,No,Heterosexual,No,No,Ayer,Si,Si
Mujer,58,Puntarenas,Esparza,Espíritu Santo,Universitaria Completa,No,Desocupado,No aplica,Casado (a)'/' Unión Libre,No,63,Hombre,Universitaria Completa,Pensionados,Si,Si,Cerámica '/' Porcelanato,No,Dos,Dos,Uno,No,No,No,No,No,No,Si,Si,No,Heterosexual,No,No,Ayer,Si,No
Mujer,51,San José,Goicoechea,Mata de Plátano,Secundaria Incompleta,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,Si,51,Mujer,Secundaria Incompleta,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios (Prod. Artesanal)",Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Ninguno,No,No,No,No,No,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,No,Si
Mujer,34,San José,Curridabat,Granadilla,Secundaria Completa,Si,Ocupado,Teletrabajo,Casado (a)'/' Unión Libre,Si,34,Mujer,Secundaria Completa,Ocupaciones elementales (No calificados),Si,Si,Madera,No,Dos,Uno,Dos,No,Si,No,No,No,No,Si,Si,Si,Heterosexual,Si,Si,Ayer,No,No
Mujer,68,San José,Desamparados,San Antonio,Secundaria Completa,No,Ama de casa,No aplica,Separado(a) '/' Divorciado (a),Si,68,Mujer,Secundaria Completa,No remunerado,No,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Ninguno,No,Si,No,No,No,No,Si,Si,Si,Heterosexual,No,No,Ayer,No,No
Hombre,67,San José,San José,Pavas,Universitaria Completa,Si,Ocupado,Hibrido,Casado (a)'/' Unión Libre,Si,67,Hombre,Universitaria Completa,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,Si,Cuatro,Cuatro,Dos,Si,Si,Si,Si,No,No,Si,Si,Si,Heterosexual,Si,No,Más 3 meses,No,No
Mujer,36,San José,Vásquez de Coronado,Cascajal,Secundaria Incompleta,No,Ama de casa,No aplica,Soltero (a),No,36,Mujer,Secundaria Incompleta,Desocupados,Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,Si,No,No,No,No,No,No,No,Heterosexual,No,No,Ayer,No,No
Hombre,27,Alajuela,San Carlos,Monterrey,Secundaria Completa,No,Estudiante,No aplica,Soltero (a),Si,27,Hombre,Secundaria Completa,Estudiantes,Si,Si,Cerámica '/' Porcelanato,Si,Dos,Dos,Uno,Si,Si,Si,Si,Si,No,Si,Si,Si,Heterosexual,Si,Si,Hace 2 a 7 días,Si,Si
Hombre,49,Alajuela,Upala,Upala,Secundaria Incompleta,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,49,Hombre,Secundaria Incompleta,"Agricultores y trabajadores calificados agropecuarios, agrícolas, forestales y pesqueros",Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Uno,Si,Si,Si,Si,No,No,Si,Si,Si,Heterosexual,No,Si,Ayer,Si,No
Mujer,43,San José,Montes de Oca,San Pedro,Universitaria Incompleta,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,Si,43,Mujer,Universitaria Incompleta,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cerámica '/' Porcelanato,No,Dos,Dos,Uno,No,Si,No,Si,No,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,39,San José,Desamparados,Desamparados,Universitaria Incompleta,Si,Ocupado,Hibrido,Casado (a)'/' Unión Libre,Si,39,Mujer,Universitaria Incompleta,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Dos,Si,Si,Si,No,No,Si,Si,Si,Si,Heterosexual,Si,Si,Hace 8 a 15 días,Si,Si
Hombre,51,Alajuela,Alajuela,San José,Posgrado,Si,Ocupado,Presencial,Soltero (a),Si,51,Hombre,Posgrado,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cerámica '/' Porcelanato,No,Tres,Tres,Dos,Si,Si,Si,Si,No,Si,Si,Si,No,Homosexual,Si,Si,Ayer,No,Si
Mujer,40,Alajuela,Alajuela,Alajuela,Universitaria Completa,No,Ocupado,No aplica,Soltero (a),No,65,Hombre,Universitaria Completa,Pensionados,Si,No,Cerámica '/' Porcelanato,No,Tres,Dos,Dos,No,Si,No,No,No,No,Si,Si,No,Bisexual,No,No,Ayer,Si,Si
Mujer,33,Alajuela,Poás,San Pedro,Secundaria Completa,No,Desocupado,No aplica,Soltero (a),Si,33,Mujer,Secundaria Completa,Desocupados,Si,Si,Cerámica '/' Porcelanato,No,Uno,Uno,Ninguno,No,Si,No,No,No,No,No,No,Si,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,36,San José,Montes de Oca,San Pedro,Universitaria Incompleta,Si,Ocupado,Teletrabajo,Soltero (a),Si,36,Mujer,Universitaria Incompleta,Estudiantes,Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Cuatro,Dos,Ninguno,No,Si,No,Si,Si,Si,Si,Si,Si,Heterosexual,Si,No,Ayer,Si,Si
Mujer,23,San José,Pérez Zeledón,San Isidro de El General,Universitaria Incompleta,No,Estudiante,No aplica,Casado (a)'/' Unión Libre,No,50,Hombre,Secundaria Incompleta,Directivos y Gerentes,No,Si,Cerámica '/' Porcelanato,Si,Uno,Dos,Dos,Si,No,Si,No,Si,No,Si,Si,No,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,37,Alajuela,San Ramón,San Ramón,Universitaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,37,Mujer,Universitaria Completa,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,No,Dos,Dos,Ninguno,No,No,Si,No,No,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,No,Si
Hombre,40,Alajuela,San Carlos,Quesada,Secundaria Incompleta,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,40,Hombre,Secundaria Incompleta,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Madera,Si,Cuatro,Uno,Uno,Si,No,Si,Si,Si,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,33,San José,Goicoechea,Guadalupe,Universitaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,No,34,Hombre,Universitaria Completa,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,No,Tres,Tres,Dos,Si,Si,Si,Si,Si,No,Si,Si,No,Heterosexual,No,No,Ayer,Si,No
Mujer,49,San José,Vásquez de Coronado,Patalillo,Universitaria Completa,Si,Ocupado,Hibrido,Soltero (a),Si,49,Mujer,Universitaria Completa,"Nivel profesional, científico e intelectual",Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,Si,Nueve,Ocho,Nueve,Si,Si,Si,No,Si,Si,Si,Si,Si,Heterosexual,Si,Si,Hace 16 a 30 días,No,No
Hombre,16,San José,Vásquez de Coronado,Dulce Nombre de Jesús,Secundaria Completa,No,Desocupado,No aplica,Soltero (a),Si,16,Hombre,Secundaria Completa,Directivos y Gerentes,No,Si,Cerámica '/' Porcelanato,Si,Dos,Uno,Cinco,Si,Si,Si,Si,Si,Si,No,Si,No,Prefiero no decirlo,Si,Si,Ayer,Si,Si
Mujer,34,San José,Acosta,San Ignacio,Secundaria Completa,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,No,74,Hombre,Universitaria Completa,"Agricultores y trabajadores calificados agropecuarios, agrícolas, forestales y pesqueros",Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,No,No,No,No,No,No,Si,Si,Si,Heterosexual,Si,Si,Ayer,No,Si
Mujer,44,San José,Aserrí,Tarbaca,Universitaria Incompleta,Si,Ocupado,Hibrido,Casado (a)'/' Unión Libre,Si,44,Mujer,Universitaria Incompleta,Personal de apoyo administrativo,Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Dos,Uno,Uno,No,Si,No,No,No,No,Si,Si,No,Heterosexual,Si,Si,Ayer,No,Si
Hombre,47,Puntarenas,Montes De Oro,Miramar,Primaria Completa,No,Desocupado,No aplica,Soltero (a),Si,47,Hombre,Primaria Completa,Desocupados,Si,Si,Cemento (Pulido o no Pulido),No,Tres,Uno,Ninguno,No,No,No,No,No,No,No,Si,Si,Heterosexual,No,No,Ayer,Si,Si
Mujer,25,San José,Escazú,Escazú,Universitaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,25,Mujer,Universitaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Mármol,No,Cuatro,Dos,Dos,Si,Si,Si,Si,Si,Si,Si,Si,Si,Heterosexual,No,No,Hace 8 a 15 días,No,Si
Mujer,36,Alajuela,Atenas,Atenas,Secundaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,36,Mujer,Secundaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Cuatro,Uno,Ninguno,No,No,No,No,No,No,No,Si,Si,Heterosexual,No,Si,Ayer,No,Si
Mujer,46,Alajuela,Palmares,Zaragoza,Universitaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,46,Mujer,Universitaria Completa,Directivos y Gerentes,Si,Si,Cerámica '/' Porcelanato,Si,Tres,Dos,Dos,No,Si,No,No,No,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,27,Alajuela,San Ramón,San Ramón,Universitaria Incompleta,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,Si,27,Mujer,Universitaria Incompleta,"Agricultores y trabajadores calificados agropecuarios, agrícolas, forestales y pesqueros",Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,No,Si,No,No,No,No,No,Si,Si,Heterosexual,Si,Si,Más de 30 días a 3 meses,No,Si
Hombre,46,Heredia,Heredia,Mercedes,Secundaria Incompleta,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,46,Hombre,Secundaria Incompleta,Trabajadores de servicios y vendedores de comercios y mercados,Si,No,Cerámica '/' Porcelanato,No,Tres,Uno,Uno,No,Si,No,No,No,No,Si,Si,Si,Heterosexual,No,No,Ayer,No,Si
Hombre,38,San José,Desamparados,San Miguel,Universitaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,38,Hombre,Universitaria Completa,Personal de apoyo administrativo,Si,Si,Cemento (Pulido o no Pulido),No,Tres,Uno,Ninguno,No,Si,No,No,No,No,Si,Si,No,Heterosexual,Si,Si,Hace 16 a 30 días,Si,Si
